newid,ln_spending,ln_income,weights
03964594,9,11,12127
03964602,12,10,12484
03964603,11,10,12099
03964624,9,11,16584
03964641,11,11,8950
03964642,11,11,10045
03964643,11,11,9659
03964661,11,12,15460
03964662,11,11,22630
03964663,10,11,21624
03964691,8,6,12498
03964692,7,6,12448
03964693,7,6,12692
03964711,9,8,4574
03964712,12,8,3499
03964713,9,8,4630
03964721,10,12,14335
03964722,10,12,11962
03964723,9,12,12305
03964742,11,11,10054
03964743,11,11,10955
03964753,10,11,13372
03964761,9,10,8868
03964762,9,10,12619
03964763,8,10,12348
03964781,9,10,10491
03964783,9,11,10721
03964791,11,10,8023
03964792,11,10,10942
03964793,10,10,10134
03964811,11,12,15084
03964812,12,12,13632
03964813,11,12,16979
03964832,10,,10701
03964833,10,,10943
03964841,9,11,16030
03964842,9,11,17229
03964851,12,12,14976
03964862,14,11,9224
03964863,11,11,14121
03964864,11,11,10233
03964871,12,9,7844
03964872,12,9,8122
03964873,11,9,6360
03964901,12,10,6550
03964902,11,10,10307
03964903,11,10,10408
03964911,11,,10660
03964912,11,11,11598
03964913,11,,13504
03964931,11,11,15997
03964932,11,11,16321
03964933,10,11,15942
03964951,11,11,10812
03964952,10,11,11422
03964953,10,11,12697
03964961,10,10,10293
03964962,10,10,10820
03964963,9,10,8183
03964971,12,10,9878
03964972,12,10,8380
03964973,11,10,10029
03964982,9,11,9123
03964983,8,11,9593
03964991,12,12,7556
03964992,12,12,7403
03964993,12,12,6166
03965001,9,10,10125
03965011,9,11,8435
03965021,9,10,8685
03965022,9,10,13267
03965023,9,10,12667
03965031,9,10,10744
03965032,9,10,9855
03965044,9,9,11107
03965051,9,10,9864
03965052,9,10,10057
03965053,8,10,11304
03965071,11,11,10802
03965072,11,11,9702
03965073,11,11,12424
03965081,11,11,7721
03965083,11,11,7877
03965091,11,13,10649
03965092,11,13,10966
03965093,11,12,11538
03965101,11,11,11713
03965102,11,11,9002
03965103,11,12,11283
03965111,9,10,11501
03965112,9,10,18885
03965113,9,10,19394
03965131,12,12,11297
03965142,11,11,9036
03965161,11,11,15744
03965162,11,11,16802
03965163,10,11,17221
03965181,11,10,10822
03965182,11,10,12053
03965183,11,10,12449
03965191,9,9,16648
03965192,9,9,16380
03965193,9,9,14965
03965203,11,11,13069
03965211,10,11,6278
03965212,10,11,11784
03965213,9,12,12191
03965222,9,10,21291
03965243,7,9,13827
03965251,11,11,9181
03965252,12,11,8526
03965253,11,11,11670
03965261,12,11,12504
03965262,12,11,12394
03965263,12,10,13375
03965281,9,10,15853
03965291,11,10,12600
03965292,10,11,12530
03965293,9,11,12842
03965321,10,11,11638
03965322,10,11,11185
03965323,10,11,11095
03965331,11,10,1434
03965332,11,10,1301
03965333,11,10,1514
03965341,9,10,11338
03965342,9,10,11036
03965343,8,10,11595
03965351,12,11,7384
03965352,12,11,8834
03965353,11,11,11084
03965361,12,12,6626
03965363,11,12,7004
03965391,12,11,1434
03965392,11,11,1301
03965393,11,11,1514
03965401,12,10,9931
03965411,12,11,11383
03965412,12,11,11081
03965413,11,11,12189
03965431,9,11,9529
03965433,9,11,13861
03965451,12,12,13054
03965452,14,12,13719
03965453,11,12,12853
03965501,10,11,14700
03965502,10,11,11148
03965521,11,11,10808
03965522,11,11,10990
03965523,11,11,10824
03965531,12,11,14628
03965541,8,10,11936
03965542,13,10,12510
03965552,10,8,13443
03965553,9,8,12401
03965561,11,11,7584
03965562,11,11,12746
03965563,10,11,12222
03965591,10,11,9053
03965592,11,11,8767
03965593,10,11,10193
03965602,8,10,6172
03965603,8,11,6834
03965651,12,11,9809
03965652,11,11,10539
03965653,11,11,10222
03965661,11,11,19918
03965671,13,11,12233
03965672,13,11,9343
03965673,12,11,7645
03965691,11,11,9098
03965701,9,11,10949
03965702,9,11,17668
03965703,9,11,19903
03965721,10,10,9255
03965733,10,11,12739
03965742,13,12,10076
03965751,10,11,15296
03965753,9,11,12667
03965771,11,12,15247
03965772,11,12,14703
03965801,9,10,8953
03965803,8,10,9131
03965812,10,11,10373
03965813,9,11,10504
03965821,9,10,12143
03965831,9,10,9991
03965832,10,10,6971
03965833,9,10,9385
03965871,9,9,4025
03965872,10,9,3362
03965873,8,9,3006
03965882,13,12,14321
03965883,12,12,14612
03965901,13,12,3742
03965912,11,11,10135
03965913,11,11,6082
03965932,9,9,8780
03965933,8,9,12732
03965941,11,11,20946
03965942,11,11,20428
03965943,11,11,16389
03965951,8,6,4593
03965952,9,6,4407
03965953,8,6,4405
03965961,12,11,9996
03965962,11,11,11712
03965963,11,11,13556
03965971,12,11,11103
03965972,12,11,12207
03965973,11,11,11833
03965991,12,11,10766
03966001,9,9,13530
03966002,9,9,13452
03966024,9,11,11105
03966041,8,10,7312
03966042,9,10,7051
03966043,9,10,6152
03966063,8,11,10732
03966071,9,10,9077
03966072,9,10,8944
03966073,9,10,7155
03966081,7,8,10547
03966092,10,11,27455
03966093,10,11,20526
03966101,12,12,11904
03966102,12,12,8369
03966103,12,12,9039
03966112,11,10,12962
03966131,11,10,8609
03966132,11,10,9589
03966133,11,10,9904
03966151,11,10,9878
03966153,11,10,10029
03966161,11,11,9054
03966181,12,12,14442
03966191,7,10,1524
03966192,7,10,1523
03966193,9,10,1556
03966201,11,10,11610
03966203,11,10,11787
03966211,9,10,9101
03966212,9,10,9904
03966213,8,10,10346
03966221,11,12,6639
03966222,11,12,6864
03966223,11,12,5796
03966231,8,10,7623
03966232,9,10,10844
03966251,12,12,17222
03966252,12,12,11470
03966253,12,12,15546
03966261,11,11,20317
03966263,11,11,20756
03966271,9,11,8850
03966282,11,11,12886
03966283,11,11,13819
03966292,12,12,10508
03966293,12,12,11115
03966323,12,11,14094
03966331,12,11,11122
03966343,9,9,8693
03966382,9,9,7829
03966402,8,7,14544
03966403,7,7,12358
03966421,12,11,5675
03966431,8,10,8090
03966464,9,10,8537
03966481,9,11,15816
03966482,10,12,13947
03966483,9,12,15962
03966492,9,11,12860
03966503,9,11,12024
03966511,11,10,13152
03966512,11,10,13404
03966513,10,10,13383
03966531,12,10,3499
03966532,12,10,3696
03966533,12,10,3771
03966551,12,11,15039
03966552,13,11,14290
03966553,12,11,15220
03966562,9,10,17575
03966601,9,11,12332
03966602,9,11,11810
03966603,9,11,9018
03966612,13,11,14795
03966621,12,11,11140
03966622,12,11,12067
03966623,12,11,12555
03966631,13,11,11765
03966632,13,11,13970
03966633,11,11,12892
03966651,9,11,7112
03966652,9,11,7093
03966653,9,11,6268
03966681,8,9,11664
03966682,8,9,11618
03966683,8,9,12457
03966691,12,12,6773
03966692,12,12,7935
03966693,12,12,4660
03966702,8,9,30226
03966703,7,9,29113
03966721,11,10,16204
03966722,11,10,22854
03966731,9,11,9360
03966732,9,11,8023
03966733,9,11,8756
03966741,11,11,13494
03966743,10,11,10329
03966771,12,11,6652
03966772,11,11,7264
03966773,10,11,9003
03966781,11,12,15160
03966782,12,11,15593
03966783,11,12,15165
03966811,10,11,19265
03966813,10,12,16119
03966841,11,10,12645
03966842,11,10,16196
03966862,8,10,13608
03966863,8,10,13043
03966871,11,11,11132
03966873,10,11,11271
03966891,10,10,11760
03966901,9,10,8881
03966902,9,10,13452
03966933,11,11,12951
03966941,10,11,11225
03966942,9,11,12686
03966943,9,11,15011
03966951,12,11,10162
03966952,12,11,10977
03966953,11,11,11993
03966972,9,11,10829
03966973,9,11,13637
03966981,9,10,8840
03966982,9,10,9775
03966983,8,10,8980
03966992,9,11,14219
03966993,9,11,12702
03967011,10,10,11131
03967022,12,12,16836
03967023,11,12,15886
03967032,11,10,12215
03967033,11,10,8247
03967042,10,10,9792
03967043,10,10,10097
03967051,11,11,13768
03967052,11,11,15477
03967063,11,12,15043
03967073,11,11,18592
03967074,11,9,10881
03967081,10,11,10605
03967082,11,10,7965
03967083,11,10,12567
03967091,11,11,16264
03967101,11,12,13388
03967102,11,12,13092
03967103,11,12,13231
03967111,10,12,9475
03967112,10,12,9525
03967113,10,12,10277
03967131,12,12,13113
03967132,12,12,13861
03967133,12,12,11636
03967171,9,10,9519
03967172,9,10,7074
03967173,8,10,9942
03967191,9,10,9014
03967192,9,10,9133
03967193,8,10,9945
03967201,9,10,6380
03967202,9,10,7013
03967203,8,10,5841
03967211,12,12,10808
03967212,12,12,11884
03967213,11,12,9585
03967223,10,11,8233
03967241,10,11,8204
03967242,10,11,8187
03967243,9,11,8658
03967251,11,10,14392
03967262,8,8,9195
03967271,8,11,12907
03967272,9,11,10721
03967273,8,11,10659
03967301,11,11,12208
03967302,11,11,12148
03967303,11,11,11335
03967352,11,12,17331
03967362,11,11,15212
03967363,11,12,15020
03967371,10,10,11029
03967372,10,10,12051
03967373,10,10,11679
03967381,11,10,13611
03967382,11,10,13915
03967383,10,10,12482
03967391,11,11,13198
03967392,11,11,13876
03967393,11,11,13301
03967411,11,10,7442
03967412,11,10,12470
03967413,10,10,11993
03967432,8,8,12369
03967433,7,9,12611
03967441,12,10,12498
03967442,12,,13793
03967443,11,,9991
03967451,11,11,5127
03967452,11,11,5459
03967453,11,11,5970
03967461,13,12,17376
03967462,12,12,17509
03967463,12,12,16078
03967491,11,8,11396
03967492,10,8,12429
03967493,10,8,12739
03967511,11,11,6573
03967512,11,10,11721
03967513,11,10,11449
03967521,11,10,12961
03967522,11,10,9734
03967523,11,10,15359
03967531,11,11,3469
03967532,12,11,3793
03967533,11,11,3965
03967541,12,12,7756
03967542,12,12,13291
03967543,12,12,12662
03967551,12,12,10933
03967552,12,12,10427
03967553,12,13,10800
03967611,9,10,9076
03967621,10,10,7884
03967622,10,10,9651
03967623,10,10,12133
03967631,11,10,10990
03967632,10,11,11720
03967633,11,9,11766
03967641,12,11,13059
03967642,9,11,15845
03967643,11,11,12759
03967691,9,11,7306
03967702,6,9,31006
03967703,5,9,36677
03967711,12,11,3810
03967713,11,11,2708
03967733,11,11,8738
03967741,14,12,12093
03967742,12,12,8978
03967743,12,12,9304
03967751,12,11,10859
03967781,11,10,8077
03967782,12,10,8584
03967801,9,10,9581
03967803,9,11,10783
03967822,8,10,11202
03967823,8,10,11252
03967831,11,10,11261
03967832,11,10,12787
03967833,10,10,13144
03967852,9,11,15730
03967853,9,11,15173
03967882,10,10,5220
03967883,10,10,5276
03967891,11,11,11125
03967892,11,11,12263
03967893,11,11,12702
03967921,12,11,8073
03967922,12,11,8481
03967923,11,11,8476
03967951,11,11,9525
03967952,11,11,10730
03967953,11,11,10419
03967961,11,11,10845
03967962,11,11,12281
03967983,9,10,11561
03968021,11,12,17938
03968061,12,12,12622
03968062,12,12,9133
03968063,12,12,11256
03968071,12,8,10462
03968072,12,8,10585
03968073,11,8,8239
03968081,9,11,5346
03968082,9,11,7439
03968083,9,11,4161
03968103,9,11,12721
03968114,9,10,13850
03968141,12,11,10025
03968142,12,11,10297
03968143,11,11,10585
03968171,10,11,13277
03968172,10,12,14181
03968181,10,12,18106
03968182,10,12,21145
03968183,10,12,22675
03968191,11,11,12261
03968192,10,11,18093
03968211,13,12,11068
03968212,12,12,8029
03968213,11,12,6884
03968271,9,10,9388
03968273,11,10,11730
03968282,11,12,14513
03968291,9,10,7761
03968292,8,10,10744
03968301,9,11,11710
03968302,10,11,12232
03968312,11,11,8002
03968313,11,11,11274
03968321,13,10,12116
03968322,12,10,15186
03968323,10,10,14123
03968351,10,10,11640
03968352,10,10,11749
03968371,11,11,9474
03968372,11,11,15411
03968382,11,11,6895
03968383,11,11,8927
03968391,11,11,11616
03968392,11,11,12793
03968393,11,11,12761
03968431,9,11,11250
03968432,9,11,10646
03968433,9,11,10681
03968441,9,11,9806
03968442,9,11,11509
03968492,11,10,7976
03968493,11,10,8939
03968501,11,11,17279
03968511,11,11,10977
03968531,12,10,4566
03968532,12,10,5031
03968541,11,12,1524
03968561,11,12,9202
03968562,12,12,10815
03968563,11,12,10547
03968601,12,11,15640
03968602,12,11,15851
03968611,12,13,8561
03968612,12,13,9499
03968613,10,13,11534
03968631,11,11,11762
03968641,13,13,10673
03968651,9,10,8776
03968652,9,10,13871
03968653,9,10,12030
03968663,11,11,13754
03968724,8,9,14293
03968731,12,,5267
03968732,12,11,5310
03968733,11,11,5558
03968751,11,11,7532
03968752,11,11,5378
03968753,11,11,6027
03968761,11,11,16499
03968762,11,,15803
03968763,11,11,12647
03968771,13,,12045
03968772,13,,12216
03968773,13,,11769
03968782,12,11,12167
03968783,12,11,9814
03968791,11,10,8294
03968792,11,10,11737
03968811,11,11,16926
03968812,11,11,18490
03968821,13,12,11615
03968822,13,12,13117
03968823,13,12,13091
03968831,11,12,22927
03968851,11,11,8417
03968852,11,11,10776
03968853,10,11,10578
03968871,12,12,11728
03968872,12,12,12916
03968873,12,12,12883
03968881,11,11,12809
03968901,9,10,17357
03968902,9,10,16571
03968903,8,10,21989
03968913,11,11,2590
03968921,8,11,10548
03968923,9,11,12176
03968931,11,8,13498
03968932,11,8,10327
03968933,11,8,13666
03968942,10,12,13396
03968961,11,11,6080
03968962,11,11,9355
03968963,10,11,12347
03968981,11,11,8216
03968982,11,11,8827
03968983,10,11,13166
03968994,13,12,14565
03969001,11,12,8504
03969021,12,12,6884
03969022,12,12,8493
03969023,12,12,10465
03969041,12,12,1500
03969043,12,12,1072
03969051,10,12,9978
03969062,9,11,12464
03969063,9,11,11565
03969081,12,,12481
03969082,12,,13521
03969083,12,11,12996
03969101,11,12,10544
03969113,8,10,14904
03969121,10,8,14514
03969122,9,8,17893
03969123,9,8,16775
03969151,8,7,10620
03969153,8,7,10761
03969163,8,10,12842
03969191,11,11,15351
03969192,11,11,15494
03969193,10,12,14986
03969201,9,10,15059
03969212,12,11,10241
03969213,12,12,14569
03969251,11,11,16787
03969252,11,12,16760
03969253,10,12,14834
03969262,10,12,16078
03969263,10,12,17694
03969271,11,10,16375
03969272,11,10,28293
03969273,11,10,23066
03969281,9,10,12553
03969282,9,10,11199
03969283,8,10,10806
03969291,8,9,9844
03969292,8,9,9360
03969293,7,9,9353
03969303,12,11,13175
03969311,10,12,8588
03969341,10,5,17614
03969342,10,8,18086
03969343,9,8,11738
03969351,11,11,8906
03969352,11,11,10218
03969353,11,11,10356
03969364,9,7,9518
03969371,12,11,8586
03969372,12,11,10502
03969373,11,11,10705
03969381,12,12,13103
03969391,12,12,10027
03969392,12,12,10767
03969431,9,10,10742
03969432,9,10,7428
03969442,12,12,11862
03969443,12,12,11443
03969451,9,8,12347
03969452,7,8,18935
03969453,8,8,17575
03969472,9,10,11415
03969473,8,10,11505
03969483,11,11,7592
03969491,10,11,11611
03969492,10,11,8797
03969493,10,11,8058
03969501,10,10,10171
03969502,11,10,7023
03969503,10,10,9958
03969514,9,10,12590
03969541,11,11,9018
03969551,12,11,10773
03969552,11,10,7786
03969561,9,11,10522
03969562,9,11,15705
03969563,9,11,14917
03969572,14,12,4213
03969573,12,12,2276
03969591,11,11,7087
03969593,11,12,13104
03969611,11,8,16534
03969631,11,11,14638
03969632,10,11,14440
03969633,10,11,15506
03969651,11,12,15085
03969652,11,12,15208
03969653,11,12,15918
03969673,7,8,48685
03969682,9,11,14134
03969701,10,11,6539
03969702,9,11,7672
03969703,9,11,10499
03969761,11,11,11078
03969771,9,8,11843
03969772,10,,9805
03969773,9,10,7657
03969791,11,11,7962
03969802,6,10,34387
03969803,6,8,23171
03969841,10,11,9747
03969842,12,11,7384
03969851,9,11,11639
03969852,9,11,13216
03969853,9,11,11768
03969881,9,9,9292
03969882,9,9,10598
03969883,8,10,13332
03969891,8,10,10532
03969892,8,10,10913
03969911,12,12,12044
03969913,11,12,13073
03969921,11,11,9910
03969922,11,11,10533
03969923,11,11,8332
03969951,11,11,9594
03969952,11,11,10834
03969953,11,11,9736
03969993,12,11,14496
03970001,11,11,11591
03970012,8,10,35944
03970051,12,10,11029
03970052,11,10,12051
03970053,11,10,11679
03970071,11,11,9925
03970072,11,11,11244
03970073,10,11,9786
03970083,8,8,6744
03970092,13,13,12323
03970111,11,11,10311
03970112,12,11,10744
03970123,9,10,9295
03970132,9,10,8835
03970133,9,10,9239
03970143,11,11,10344
03970151,10,11,8665
03970152,10,11,7205
03970153,10,11,6154
03970162,12,11,15548
03970163,11,11,15452
03970171,11,12,8193
03970172,11,11,14080
03970173,10,11,15802
03970181,8,7,14478
03970182,8,7,14970
03970191,12,11,9977
03970192,11,11,16845
03970193,10,11,15323
03970211,11,9,9215
03970212,11,9,10415
03970213,11,9,12472
03970241,11,11,14709
03970242,11,11,16559
03970243,10,11,16732
03970261,9,10,12791
03970262,9,10,12273
03970263,8,10,12267
03970281,12,11,6895
03970282,12,11,8108
03970283,11,11,7660
03970311,13,13,10986
03970312,13,12,10600
03970313,13,13,10482
03970322,11,11,13060
03970323,11,11,13424
03970361,9,10,8216
03970373,10,11,13669
03970374,10,11,14484
03970401,12,12,11470
03970402,12,12,13947
03970403,12,12,13851
03970411,10,11,12369
03970413,8,11,23690
03970442,9,10,11414
03970443,9,10,10895
03970451,11,11,12437
03970461,12,11,10220
03970462,12,11,10118
03970471,9,12,14728
03970472,10,12,13435
03970473,9,12,11960
03970482,12,,1162
03970483,11,,930
03970501,10,11,12451
03970502,10,11,8366
03970503,9,11,9493
03970511,9,11,12927
03970512,10,11,13894
03970513,9,11,11411
03970523,12,12,12179
03970531,9,11,11804
03970533,9,11,18450
03970541,11,10,7907
03970543,11,11,11719
03970551,9,11,9671
03970552,9,11,11584
03970553,9,11,14490
03970561,12,11,9790
03970571,9,10,6001
03970572,9,10,8178
03970573,8,10,7806
03970581,12,12,13646
03970582,12,12,14312
03970583,12,12,11417
03970591,13,12,18600
03970592,13,12,18483
03970593,13,12,16570
03970601,8,9,10427
03970602,8,9,7160
03970611,8,9,10347
03970633,8,11,14521
03970641,10,10,10146
03970642,11,10,10846
03970643,10,10,9240
03970651,11,11,17222
03970652,11,11,11470
03970653,11,11,10945
03970661,11,12,14642
03970662,11,11,16605
03970663,10,11,16092
03970671,8,10,6861
03970672,8,10,9587
03970673,8,10,9521
03970681,8,10,11928
03970682,8,10,11137
03970683,8,10,11179
03970691,11,11,13304
03970692,11,11,14544
03970693,11,11,11114
03970701,11,11,8349
03970702,11,11,8750
03970703,11,11,9649
03970711,10,10,7040
03970712,10,10,10575
03970713,10,10,10425
03970731,12,11,13724
03970741,13,12,8868
03970751,11,10,10478
03970752,11,10,11897
03970753,11,10,12229
03970761,13,13,10547
03970762,12,12,11625
03970791,9,10,11082
03970801,11,10,14940
03970802,11,11,16183
03970803,11,11,16836
03970822,11,12,19576
03970832,9,11,1799
03970851,11,10,14940
03970852,11,10,16183
03970853,11,10,16836
03970871,13,12,7850
03970881,11,12,14264
03970883,11,12,13860
03970891,12,12,10808
03970892,12,12,10997
03970901,12,12,10213
03970902,12,12,11029
03970903,12,12,11126
03970911,8,9,10588
03970912,8,9,8455
03970913,8,9,6026
03970941,12,10,9511
03970942,12,10,9813
03970954,9,10,8537
03970982,9,9,11199
03971011,12,11,4138
03971012,12,11,4172
03971013,11,11,2933
03971021,11,13,12682
03971031,11,10,10947
03971044,13,11,23777
03971054,9,11,6481
03971062,12,12,9876
03971071,10,11,18357
03971091,11,10,11612
03971092,11,10,12267
03971093,11,10,12515
03971111,11,11,10808
03971112,11,11,12873
03971113,11,11,14927
03971121,12,12,8860
03971132,13,9,9179
03971133,12,9,10276
03971141,9,11,12591
03971142,9,11,13216
03971143,8,11,13022
03971151,12,13,9262
03971152,12,13,13814
03971153,12,13,10673
03971171,10,11,10759
03971172,10,11,11990
03971173,10,11,11529
03971181,10,12,7944
03971202,12,12,10801
03971203,11,12,12263
03971211,9,10,13010
03971212,8,10,13786
03971213,8,10,13356
03971231,12,10,12905
03971232,12,11,10165
03971233,11,10,16013
03971243,9,12,10650
03971251,12,11,9623
03971252,11,11,11316
03971253,11,11,8862
03971261,12,12,7337
03971262,12,12,7433
03971263,11,12,8508
03971281,10,10,12011
03971282,11,10,8674
03971283,11,10,11365
03971291,11,11,10663
03971292,11,11,11996
03971293,10,11,12452
03971301,12,12,7934
03971302,12,12,8962
03971303,12,12,7000
03971331,10,12,20723
03971332,10,12,22158
03971341,11,12,23668
03971342,9,12,24316
03971352,12,10,9786
03971362,10,10,8103
03971363,9,10,7806
03971371,10,12,3758
03971372,9,11,2584
03971373,9,11,3366
03971381,12,11,11742
03971382,12,11,12178
03971383,11,11,12753
03971401,11,11,7213
03971421,9,10,11303
03971422,9,10,10740
03971423,8,10,7562
03971441,11,11,12124
03971442,11,11,13770
03971452,12,11,7901
03971471,12,11,7590
03971472,11,11,11971
03971473,11,11,12532
03971481,12,11,8794
03971482,12,11,11034
03971483,11,11,10857
03971491,9,11,3829
03971492,9,11,3382
03971493,8,11,2925
03971501,11,11,18831
03971521,12,,8950
03971522,12,13,10584
03971523,11,13,8824
03971531,12,10,7864
03971532,10,10,10857
03971533,10,10,9225
03971571,9,9,12553
03971572,8,9,9119
03971573,8,9,10806
03971582,11,11,19187
03971601,6,9,13484
03971603,8,9,13783
03971612,11,10,15307
03971613,11,10,13779
03971621,12,12,8933
03971622,12,12,14212
03971623,11,12,12111
03971631,11,10,13167
03971632,11,11,13508
03971651,11,11,11802
03971652,11,11,12114
03971653,11,11,11842
03971661,12,10,10514
03971662,12,10,10557
03971663,10,10,10534
03971671,11,11,11073
03971672,11,11,12266
03971673,11,11,12685
03971683,10,12,10722
03971711,9,11,12159
03971712,10,12,17017
03971731,9,11,10316
03971732,9,11,10463
03971733,9,11,9974
03971741,9,10,8964
03971771,10,11,13636
03971772,10,11,14571
03971781,11,11,11117
03971791,12,12,7532
03971792,12,12,5378
03971793,12,12,6027
03971801,9,10,10427
03971832,11,11,13812
03971833,11,12,15281
03971841,12,12,8284
03971851,9,10,7876
03971852,9,10,11184
03971853,8,10,6282
03971871,11,9,11043
03971872,11,9,12066
03971873,10,9,11694
03971901,12,11,13976
03971902,11,11,9583
03971903,12,11,8588
03971921,12,12,11129
03971922,12,12,10508
03971923,11,12,7705
03971931,14,12,9321
03971932,13,12,11936
03971933,12,12,10461
03971941,12,11,14689
03971942,12,11,8793
03971943,11,11,7848
03971951,12,10,8020
03971981,12,12,17141
03971982,12,12,17539
03971983,11,12,11230
03971991,9,10,13368
03971993,10,11,16016
03972021,10,10,13071
03972041,9,11,10892
03972042,9,11,11827
03972043,9,11,12450
03972051,13,13,11085
03972052,13,13,18929
03972053,13,13,22725
03972081,10,11,9837
03972083,9,11,9946
03972091,10,11,16699
03972093,10,11,13912
03972101,8,10,10238
03972102,8,10,12283
03972103,8,10,10282
03972111,11,11,12713
03972141,9,11,13655
03972142,9,11,13588
03972143,9,11,9091
03972151,8,10,16708
03972152,8,10,17203
03972201,11,12,12996
03972202,11,12,11396
03972203,11,12,13159
03972211,13,10,14178
03972212,13,10,11175
03972213,12,10,13490
03972223,8,11,18534
03972231,9,10,9754
03972232,9,10,6601
03972233,8,10,6945
03972242,9,10,8132
03972262,12,11,12544
03972263,11,11,11924
03972282,12,12,10620
03972283,12,12,13311
03972291,9,9,10759
03972292,8,9,10716
03972293,7,9,11490
03972302,9,11,10752
03972312,13,12,17923
03972313,11,12,16039
03972341,12,12,9820
03972342,13,12,12049
03972343,12,12,11975
03972353,12,11,8154
03972354,12,11,8375
03972381,12,12,6764
03972382,12,12,7316
03972383,11,12,7396
03972401,11,,18744
03972402,11,,16684
03972411,12,11,9652
03972412,12,11,10553
03972413,12,11,11034
03972421,10,10,15040
03972423,10,10,13270
03972472,10,11,11505
03972481,12,10,18122
03972491,11,12,6643
03972492,12,12,12605
03972493,11,12,11799
03972501,11,11,12035
03972502,11,11,13549
03972503,11,11,13691
03972511,10,10,16078
03972512,11,10,15768
03972531,11,11,15302
03972532,11,11,17039
03972533,11,11,15059
03972541,12,11,8543
03972542,11,11,10682
03972543,11,11,12698
03972551,12,12,13431
03972552,12,12,17102
03972561,9,10,12413
03972562,9,10,12443
03972563,9,11,15688
03972581,9,11,6547
03972582,9,11,11166
03972583,9,11,11143
03972591,12,12,15570
03972592,11,12,14506
03972593,11,12,13406
03972611,11,11,15462
03972612,11,10,16924
03972621,11,10,11656
03972631,11,10,8753
03972641,11,10,15836
03972642,10,10,11355
03972643,11,10,15185
03972651,10,10,9193
03972661,11,12,10300
03972662,11,12,7643
03972663,11,12,11194
03972673,8,9,7242
03972681,11,11,3607
03972694,9,11,13103
03972703,9,12,14036
03972704,10,12,13916
03972721,11,11,10700
03972722,11,11,11730
03972723,11,10,12358
03972731,10,12,6318
03972732,10,12,6941
03972733,10,12,9732
03972781,12,10,7589
03972782,12,10,4736
03972783,11,10,7750
03972801,11,11,11117
03972802,12,12,10549
03972803,11,11,10494
03972811,8,8,7585
03972812,8,8,12398
03972813,8,8,6989
03972821,11,11,10360
03972822,11,11,11737
03972823,10,11,10215
03972831,11,10,9504
03972832,11,10,6192
03972862,9,11,8805
03972863,9,11,14402
03972911,9,10,11762
03972912,9,10,11811
03972913,10,10,11784
03972922,10,12,14440
03972923,9,12,12290
03972933,9,10,9148
03972934,9,11,7109
03972941,11,12,17211
03972942,11,11,16733
03972943,10,11,17746
03972952,11,12,10185
03972961,12,11,7012
03972962,12,11,8466
03972984,12,,18656
03972991,9,11,16046
03972992,9,11,12659
03972993,9,11,12212
03973001,11,9,10830
03973002,12,9,10698
03973013,10,12,12258
03973014,10,12,12081
03973032,9,10,17543
03973033,9,10,18818
03973051,11,11,1434
03973052,11,11,1472
03973053,11,11,1514
03973071,11,11,15241
03973073,10,12,14176
03973094,9,11,15215
03973101,8,9,10851
03973102,8,9,10860
03973103,8,9,11358
03973121,11,12,10298
03973122,9,12,11363
03973123,10,12,8334
03973131,12,12,12340
03973132,12,12,10997
03973133,12,12,10502
03973151,12,12,10990
03973152,12,12,12084
03973153,11,12,9405
03973161,14,11,13287
03973181,10,11,6733
03973182,10,11,12374
03973183,9,11,11834
03973201,9,11,26401
03973211,8,9,14078
03973212,8,10,10900
03973234,14,13,9586
03973243,11,10,17822
03973251,8,9,9270
03973252,8,9,9001
03973253,8,9,10271
03973261,12,11,14761
03973263,11,11,12830
03973271,9,10,19794
03973272,10,10,20433
03973273,9,10,20293
03973281,12,11,8767
03973282,11,11,10712
03973283,11,11,10681
03973301,11,11,13531
03973302,11,11,17827
03973303,10,11,15636
03973314,14,10,5811
03973361,12,12,10915
03973362,12,12,8430
03973363,11,12,10885
03973372,12,10,12293
03973373,11,10,13049
03973431,10,12,13731
03973432,10,12,13440
03973441,11,11,13765
03973442,11,11,16555
03973463,12,12,10647
03973471,10,11,16537
03973501,11,10,10498
03973502,11,10,12729
03973503,11,10,11080
03973511,9,9,12244
03973512,9,9,12339
03973523,10,11,10968
03973531,11,11,12792
03973533,10,11,10391
03973541,11,11,7533
03973543,10,11,11973
03973551,9,10,10316
03973552,9,10,10463
03973553,10,9,10303
03973571,8,8,13202
03973572,8,8,14159
03973591,11,10,12022
03973592,11,10,12298
03973593,10,8,13666
03973601,9,10,10121
03973602,9,10,11272
03973613,12,9,9447
03973614,11,8,9551
03973621,10,11,17949
03973622,11,11,10119
03973623,10,11,14968
03973641,12,12,11276
03973642,12,12,10468
03973643,12,12,10508
03973661,13,11,6716
03973662,13,11,7593
03973663,11,11,10836
03973681,9,11,11289
03973682,10,11,13516
03973683,10,11,13002
03973701,12,10,8468
03973702,12,10,14254
03973703,12,10,11691
03973731,11,12,12223
03973732,11,12,11689
03973733,11,12,8706
03973741,10,12,15091
03973742,10,11,21372
03973743,9,12,21995
03973752,10,11,9921
03973753,10,11,9397
03973763,11,11,8388
03973764,11,11,12694
03973771,11,11,11311
03973773,11,12,12208
03973781,12,10,6953
03973782,11,10,8034
03973791,7,9,13468
03973792,7,9,12701
03973793,8,9,12803
03973803,9,11,13079
03973811,11,8,9233
03973812,11,8,10100
03973813,8,8,9814
03973851,9,10,11137
